antecedent,consequent,support,confidence,lift,segment
Organic Gala Apples,Organic Hass Avocado,0.008150001289557167,0.1807780320366133,1.3573405569627435,High_Check
Orange Bell Pepper,Limes,0.005467722384133289,0.16588419405320814,1.427391889930102,High_Check
Orange Bell Pepper,Large Lemon,0.0067572795502024606,0.20500782472613457,1.524504869218722,High_Check
Orange Bell Pepper,Organic Avocado,0.007015190983416295,0.21283255086071987,1.3941808573277061,High_Check
Broccoli Crown,Organic Baby Spinach,0.010651742191731359,0.26440460947503197,1.3844375318265245,High_Check
Broccoli Crown,Organic Avocado,0.010522786475124443,0.2612035851472471,1.711040143084003,High_Check
Broccoli Crown,Banana,0.01501044541304516,0.3725992317541613,1.4625217668358066,High_Check
Broccoli Crown,Limes,0.006138292110489258,0.15236875800256083,1.3110949520713029,High_Check
Broccoli Crown,Large Lemon,0.00915585587909112,0.22727272727272727,1.690073926840325,High_Check
Organic Italian Parsley Bunch,Organic Garlic,0.011967090501121914,0.2543859649122807,2.6169559611419104,High_Check
Organic Italian Parsley Bunch,Large Lemon,0.010032754752018157,0.21326754385964913,1.5859268274012612,High_Check
Organic Italian Parsley Bunch,Organic Small Bunch Celery,0.00884636215923452,0.1880482456140351,3.0558233978176794,High_Check
Organic Italian Parsley Bunch,Organic Hass Avocado,0.008433703866092384,0.1792763157894737,1.346065180500632,High_Check
Organic Italian Parsley Bunch,Organic Yellow Onion,0.008949526732520053,0.19024122807017543,2.1220434798518157,High_Check
Organic Italian Parsley Bunch,Limes,0.009774843318804323,0.20778508771929827,1.7879385721572019,High_Check
Organic Italian Parsley Bunch,Organic Cilantro,0.007866298713021948,0.16721491228070176,2.935003980923336,High_Check
Unsweetened Almondmilk,Organic Hass Avocado,0.006473576973667242,0.19015151515151515,1.4277197321784851,High_Check
Feta Cheese Crumbles,Organic Baby Spinach,0.010006963608696774,0.2977743668457406,1.559163474099919,High_Check
Feta Cheese Crumbles,Organic Avocado,0.008150001289557167,0.24251726784343824,1.5886335573734807,High_Check
Feta Cheese Crumbles,Large Lemon,0.006421994687024476,0.1910974673829624,1.4210629272803226,High_Check
Feta Cheese Crumbles,Cucumber Kirby,0.005519304670776055,0.1642363775901765,1.910572177708945,High_Check
Feta Cheese Crumbles,Organic Grape Tomatoes,0.005209810950919454,0.15502686108979277,2.0472944431316535,High_Check
Feta Cheese Crumbles,Limes,0.005261393237562221,0.15656178050652342,1.3471748592053778,High_Check
Yellow Onions,Large Lemon,0.01410775539679674,0.2206534893102057,1.640851120257884,High_Check
Yellow Onions,Organic Avocado,0.013076109663941403,0.20451795078660748,1.3397152400488481,High_Check
Yellow Onions,Limes,0.01139968534805148,0.17829770068576037,1.5342070014844622,High_Check
Yellow Onions,Banana,0.02207721868310422,0.345300524405002,1.3553692278553495,High_Check
Yellow Onions,Organic Garlic,0.010342248471874758,0.16175877369907218,1.6640681699745625,High_Check
"Banana, Yellow Onions",Organic Avocado,0.005235602094240838,0.2371495327102804,1.5534716728798281,High_Check
"Organic Avocado, Yellow Onions",Banana,0.005235602094240838,0.4003944773175543,1.5716233113012283,High_Check
"Banana, Yellow Onions",Organic Baby Spinach,0.005545095814097439,0.25116822429906543,1.3151310682981314,High_Check
"Organic Baby Spinach, Yellow Onions",Banana,0.005545095814097439,0.388086642599278,1.523312754960701,High_Check
Organic Whole String Cheese,Bag of Organic Bananas,0.01462357826322441,0.2996828752642706,1.4553612378033023,High_Check
Organic Whole String Cheese,Organic Strawberries,0.014133546540118124,0.28964059196617337,1.5963375511449096,High_Check
Organic Whole String Cheese,Organic Whole Milk,0.009026900162484202,0.18498942917547567,2.1021673908032588,High_Check
Seedless Red Grapes,Strawberries,0.013256647667191087,0.21497281472187368,1.541546318700057,High_Check
Organic Granny Smith Apple,Bag of Organic Bananas,0.011889717071157765,0.2785498489425982,1.3527321258831864,High_Check
Organic Granny Smith Apple,Organic Hass Avocado,0.008433703866092384,0.197583081570997,1.4835183620744126,High_Check
Organic Granny Smith Apple,Limes,0.0067572795502024606,0.1583081570996979,1.3622019918390116,High_Check
Organic Granny Smith Apple,Organic Raspberries,0.007221520129987362,0.1691842900302115,1.8135975884272575,High_Check
Organic Kiwi,Organic Hass Avocado,0.008382121579449618,0.2138157894736842,1.605398839129194,High_Check
Organic Kiwi,Organic Raspberries,0.006963608696773528,0.17763157894736842,1.9041496296727443,High_Check
Organic Kiwi,Bag of Organic Bananas,0.0124571222242282,0.3177631578947368,1.543165195522624,High_Check
Organic Kiwi,Organic Strawberries,0.011812343641193613,0.30131578947368415,1.6606847342236184,High_Check
Red Peppers,Organic Baby Spinach,0.01072911562169551,0.25774473358116484,1.3495660439085082,High_Check
Red Peppers,Limes,0.007608387279808114,0.18277571251548946,1.5727391702980633,High_Check
Red Peppers,Organic Garlic,0.006396203543703093,0.1536555142503098,1.5807071515063045,High_Check
Red Peppers,Organic Avocado,0.00884636215923452,0.21251548946716237,1.3921039150380616,High_Check
Red Peppers,Organic Zucchini,0.006912026410130761,0.16604708798017348,1.9503616304923557,High_Check
